task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,64,2c608aff.json,train,2,10,12,10,12,img/tasks/2c608aff_train_input_2.png,img/tasks/2c608aff_train_output_2.png,|222222222222|222222222222|222111222222|222111222222|222111222222|222222222222|222222222222|222222222222|222822222222|222222222222|,|222222222222|222222222222|222111222222|222111222222|222111222222|222822222222|222822222222|222822222222|222822222222|222222222222|
training,64,2c608aff.json,train,3,14,12,14,12,img/tasks/2c608aff_train_input_3.png,img/tasks/2c608aff_train_output_3.png,|111121111111|111111111111|111111111111|111111111111|111444411111|111444411111|111444411121|111444411111|111111111111|111111111111|111111111111|121111111111|111111111111|111111111111|,|111121111111|111121111111|111121111111|111121111111|111444411111|111444411111|111444422221|111444411111|111111111111|111111111111|111111111111|121111111111|111111111111|111111111111|
training,64,2c608aff.json,train,4,14,18,14,18,img/tasks/2c608aff_train_input_4.png,img/tasks/2c608aff_train_output_4.png,|111111111111111111|111111114111111111|111111111111111111|111111111114111111|111111111111111411|114111155555111111|111111155555111111|111111155555111111|111111155555111111|111111111111111111|111111111111111111|111111111111141111|111111111111111111|111111111111111111|,|111111111111111111|111111114111111111|111111114111111111|111111114114111111|111111114114111411|114444455555111111|111111155555111111|111111155555111111|111111155555111111|111111111111111111|111111111111111111|111111111111141111|111111111111111111|111111111111111111|
training,64,2c608aff.json,test,1,19,21,19,21,img/tasks/2c608aff_test_input_1.png,img/tasks/2c608aff_test_output_1.png,|222222222222222222222|222222222122222222222|221222222222222221222|222222222222212222222|222222222222222222222|222222288888888222222|222222288888888222222|222222288888888222212|222222288888888222222|221222288888888222222|222222288888888222222|222222222222222222222|222222222222222222222|222222222222222122222|222222222222222222222|222222222222222222222|222222222222222222222|222122222221222222222|222222222222222222222|,|222222222222222222222|222222222122222222222|221222222122222221222|222222222122212222222|222222222122212222222|222222288888888222222|222222288888888222222|222222288888888111112|222222288888888222222|221111188888888222222|222222288888888222222|222222222221222222222|222222222221222222222|222222222221222122222|222222222221222222222|222222222221222222222|222222222221222222222|222122222221222222222|222222222222222222222|
training,65,2dc579da.json,train,1,5,5,2,2,img/tasks/2dc579da_train_input_1.png,img/tasks/2dc579da_train_output_1.png,|88388|88388|33333|88388|48388|,|88|48|
training,65,2dc579da.json,train,2,7,7,3,3,img/tasks/2dc579da_train_input_2.png,img/tasks/2dc579da_train_output_2.png,|4442444|4442414|4442444|2222222|4442444|4442444|4442444|,|444|414|444|
training,65,2dc579da.json,train,3,11,11,5,5,img/tasks/2dc579da_train_input_3.png,img/tasks/2dc579da_train_output_3.png,|33333133333|33333133333|38333133333|33333133333|33333133333|11111111111|33333133333|33333133333|33333133333|33333133333|33333133333|,|33333|33333|38333|33333|33333|
training,65,2dc579da.json,test,1,13,13,6,6,img/tasks/2dc579da_test_input_1.png,img/tasks/2dc579da_test_output_1.png,|1111110111111|1111110111111|1111110111111|1111110121111|1111110111111|1111110111111|0000000000000|1111110111111|1111110111111|1111110111111|1111110111111|1111110111111|1111110111111|,|111111|111111|111111|121111|111111|111111|
training,66,2dd70a9a.json,train,1,20,20,20,20,img/tasks/2dd70a9a_train_input_1.png,img/tasks/2dd70a9a_train_output_1.png,|00008888800808880808|08000008000008080000|88888080800088800200|80880000008888880200|80088000000808000000|00080000000008000000|80000000000000000080|00800000000000000088|80000000000080000088|00000000080080000088|08000088808008088000|80000800008888888888|00000088800888080088|00000088000080008008|00030008080800800808|00030088800088880000|08000008088080808000|00000008000800000880|00080008080088800008|00008888008000088800|,|00008888800808880808|08000008000008080000|88888080800088800200|80880000008888880200|80088000000808000300|00080000000008000300|80033333333333333380|00830000000000000088|80030000000080000088|00030000080080000088|08030088808008088000|80030800008888888888|00030088800888080088|00030088000080008008|00030008080800800808|00030088800088880000|08000008088080808000|00000008000800000880|00080008080088800008|00008888008000088800|
training,66,2dd70a9a.json,train,2,10,10,10,10,img/tasks/2dd70a9a_train_input_2.png,img/tasks/2dd70a9a_train_output_2.png,|0000000008|0380000000|0300000800|0000008008|0808000000|0008000000|0880020000|0080020000|0080000000|8000000000|,|0000000008|0380000000|0300000800|0333338008|0808030000|0008030000|0880020000|0080020000|0080000000|8000000000|
training,66,2dd70a9a.json,train,3,15,15,15,15,img/tasks/2dd70a9a_train_input_3.png,img/tasks/2dd70a9a_train_output_3.png,|000008080080080|000800800008088|800088800008880|000008080000000|000000000800080|033000008000800|000000000008080|088008008088000|080000000000000|822000000000080|800000088800000|080080800088880|000008080000000|000008808008008|080088000000000|,|000008080080080|000800800008088|800088800008880|000008080000000|000000000800080|033333338000800|000000030008080|088008038088000|080000030000000|822333330000080|800000088800000|080080800088880|000008080000000|000008808008008|080088000000000|
training,66,2dd70a9a.json,test,1,13,13,13,13,img/tasks/2dd70a9a_test_input_1.png,img/tasks/2dd70a9a_test_output_1.png,|8888000008800|8000082200000|0800880000000|0080000080008|0080008000008|0008000080800|0000000000800|8083300000800|0880080000800|0000008800000|0880008000000|0008000000000|0000000000080|,|8888000008800|8000082233000|0800880003000|0080000083008|0080008003008|0008000083800|0000000003800|8083333333800|0880080000800|0000008800000|0880008000000|0008000000000|0000000000080|
training,67,2dee498d.json,train,1,3,9,3,3,img/tasks/2dee498d_train_input_1.png,img/tasks/2dee498d_train_output_1.png,|451154451|555555555|154451154|,|451|555|154|
training,67,2dee498d.json,train,2,4,12,4,4,img/tasks/2dee498d_train_input_2.png,img/tasks/2dee498d_train_output_2.png,|200120012001|421442144214|412441244124|100210021002|,|2001|4214|4124|1002|
training,67,2dee498d.json,train,3,2,6,2,2,img/tasks/2dee498d_train_input_3.png,img/tasks/2dee498d_train_output_3.png,|212121|232323|,|21|23|
training,67,2dee498d.json,test,1,5,15,5,5,img/tasks/2dee498d_test_input_1.png,img/tasks/2dee498d_test_output_1.png,|020440204402044|220442204422044|022200222002220|110221102211022|110201102011020|,|02044|22044|02220|11022|11020|
training,68,31aa019c.json,train,1,10,10,10,10,img/tasks/31aa019c_train_input_1.png,img/tasks/31aa019c_train_output_1.png,|0001000500|0000000000|2000020001|0010000005|0080000000|0000000000|0400000000|0510100000|0810001030|0000000300|,|0000000000|0000000000|0000000000|0000000000|0000000000|2220000000|2420000000|2220000000|0000000000|0000000000|
training,68,31aa019c.json,train,2,10,10,10,10,img/tasks/31aa019c_train_input_2.png,img/tasks/31aa019c_train_output_2.png,|2771030003|0009000037|0001000609|0000000100|9000000000|0000200030|0507300010|4400010005|0000000530|0000450000|,|0000000000|0000002220|0000002620|0000002220|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|
training,68,31aa019c.json,train,3,10,10,10,10,img/tasks/31aa019c_train_input_3.png,img/tasks/31aa019c_train_output_3.png,|6000800000|0000000028|0700205020|0901000000|0900000001|0000060000|0107000000|0000000000|0000003000|0050000000|,|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000022200|0000023200|0000022200|
training,68,31aa019c.json,test,1,10,10,10,10,img/tasks/31aa019c_test_input_1.png,img/tasks/31aa019c_test_output_1.png,|0000257000|0005602000|0000003000|0080300008|7477400004|0008007000|0000090400|5503006707|0030000002|1010000067|,|0000000000|0000000000|0000000000|0000000000|0000000000|0000222000|0000292000|0000222000|0000000000|0000000000|
training,69,321b1fc6.json,train,1,10,10,10,10,img/tasks/321b1fc6_train_input_1.png,img/tasks/321b1fc6_train_output_1.png,|0000000000|0760000000|0940000000|0000000000|0000088000|0000088000|0000000000|0088000000|0088000088|0000000088|,|0000000000|0000000000|0000000000|0000000000|0000076000|0000094000|0000000000|0076000000|0094000076|0000000094|
training,69,321b1fc6.json,train,2,10,10,10,10,img/tasks/321b1fc6_train_input_2.png,img/tasks/321b1fc6_train_output_2.png,|0000000000|0880000000|0888008800|0000008880|0000000000|0000077000|0000066600|0008800000|0008880000|0000000000|,|0000000000|0770000000|0666007700|0000006660|0000000000|0000000000|0000000000|0007700000|0006660000|0000000000|
training,69,321b1fc6.json,test,1,10,10,10,10,img/tasks/321b1fc6_test_input_1.png,img/tasks/321b1fc6_test_output_1.png,|0000000000|0880008800|8888088880|0080000800|0000000000|0440000000|3433008800|0030088880|0000000800|0000000000|,|0000000000|0440004400|3433034330|0030000300|0000000000|0000000000|0000004400|0000034330|0000000300|0000000000|
training,70,32597951.json,train,1,17,17,17,17,img/tasks/32597951_train_input_1.png,img/tasks/32597951_train_output_1.png,|00000000000000000|11011101110111011|00000888880000000|11101118111011101|00000888880000000|11011181110111011|00000888880000000|11101110111011101|00000000000000000|11011101110111011|00000000000000000|11101110111011101|00000000000000000|11011101110111011|00000000000000000|11101110111011101|00000000000000000|,|00000000000000000|11011101110111011|00000888880000000|11101338331011101|00000888880000000|11011383330111011|00000888880000000|11101110111011101|00000000000000000|11011101110111011|00000000000000000|11101110111011101|00000000000000000|11011101110111011|00000000000000000|11101110111011101|00000000000000000|
training,70,32597951.json,train,2,17,17,17,17,img/tasks/32597951_train_input_2.png,img/tasks/32597951_train_output_2.png,|10001000000010101|11010101111100110|00010001001100001|00001010101100010|00100110000011011|00000111011011000|00010011000001000|18188888810010110|08181118801100000|01181181800110000|01001000100000010|01000010101000011|10001001000101001|00101010101010100|00110111111000001|01101100000101000|00100000010100011|,|10001000000010101|11010101111100110|00010001001100001|00001010101100010|00100110000011011|00000111011011000|00010011000001000|18388888810010110|08383338801100000|03383383800110000|01001000100000010|01000010101000011|10001001000101001|00101010101010100|00110111111000001|01101100000101000|00100000010100011|
training,70,32597951.json,train,3,17,17,17,17,img/tasks/32597951_train_input_3.png,img/tasks/32597951_train_output_3.png,|01001001001001001|10110110110110110|01001001001001001|10118118110110110|01001881801001001|10118118110110110|01001881801001001|10118118110110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|,|01001001001001001|10110110110110110|01001001001001001|10118338310110110|01003883801001001|10118338310110110|01003883801001001|10118338310110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|10110110110110110|01001001001001001|
training,70,32597951.json,test,1,17,17,17,17,img/tasks/32597951_test_input_1.png,img/tasks/32597951_test_output_1.png,|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100108188180100|10010018818810010|01001001881881001|00100108188180100|10010010010010010|01001001001001001|,|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100108388380100|10010018838830010|01001003883881001|00100108388380100|10010010010010010|01001001001001001|
training,71,3345333e.json,train,1,16,16,16,16,img/tasks/3345333e_train_input_1.png,img/tasks/3345333e_train_output_1.png,|0000000000000000|0000000000000000|0006600660000000|0006601111000000|0000661111000000|0000061111000000|0000066000000000|0000666600000000|0000600600000000|0000666600000000|0000066000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|,|0000000000000000|0000000000000000|0006600660000000|0006600660000000|0000666600000000|0000066000000000|0000066000000000|0000666600000000|0000600600000000|0000666600000000|0000066000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|
training,71,3345333e.json,train,2,16,16,16,16,img/tasks/3345333e_train_input_2.png,img/tasks/3345333e_train_output_2.png,|0000000000000000|0000000000000000|0000000000000000|0002002000000000|3333222200000000|3333222220000000|3333220200000000|3333000200000000|0022222200000000|0220220220000000|0220000220000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|,|0000000000000000|0000000000000000|0000000000000000|0002002000000000|0022222200000000|0222222220000000|0020220200000000|0020000200000000|0022222200000000|0220220220000000|0220000220000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|
